Sample,link,miRW-Imp
TCGA_BT_A20W_01A,CFTR_PRKAA1,0.86322
TCGA_BT_A20W_01A,CFTR_HSPA4,1.38369
TCGA_BT_A20W_01A,CFTR_VCP,1.19311
TCGA_BT_A20W_01A,CFTR_HSP90AB1,2.59179
TCGA_BT_A20W_01A,CFTR_PRKAA2,0.31806
TCGA_BT_A20W_01A,CFTR_SLC26A6,0.58326
TCGA_BT_A20W_01A,CFTR_PDZK1,0.33734
TCGA_BT_A20W_01A,CFTR_USP10,1.01398
TCGA_BT_A20W_01A,CFTR_YWHAZ,1.91675
TCGA_BT_A20W_01A,CFTR_SLC9A3R1,1.12384
TCGA_BT_A20W_01A,CFTR_STUB1,0.73441
TCGA_BT_A20W_01A,CCDC105_MRPS10,1.00577
TCGA_BT_A20W_01A,ERAL1_MRPS10,2.55418
TCGA_BT_A20W_01A,HIBCH_MRPS10,1.75784
TCGA_BT_A20W_01A,MED1_MRPS10,2.09514
TCGA_BT_A20W_01A,MRPL12_MRPS10,2.31378
TCGA_BT_A20W_01A,MRPL17_MRPS10,2.58211
TCGA_BT_A20W_01A,MRPL18_MRPS10,2.52862
TCGA_BT_A20W_01A,MRPL21_MRPS10,2.42786
TCGA_BT_A20W_01A,MRPL3_MRPS10,2.57916
TCGA_BT_A20W_01A,MRPL33_MRPS10,2.58861
TCGA_BT_A20W_01A,MRPL36_MRPS10,2.8277
TCGA_BT_A20W_01A,MRPL50_MRPS10,1.99872
TCGA_BT_A20W_01A,MRPL51_MRPS10,2.59951
TCGA_BT_A20W_01A,MRPS10_MRPS23,2.17747
TCGA_BT_A20W_01A,MRPS10_RPL26,2.32265
TCGA_BT_A20W_01A,MRPS10_UBA52,3.05754
TCGA_BT_A20W_01A,MRPS10_RPS6,3.51999
TCGA_BT_A20W_01A,MRPS10_MRPS28,1.80916
TCGA_BT_A20W_01A,MRPS10_RPS15,3.17394
TCGA_BT_A20W_01A,MRPS10_RPS2,3.2979
TCGA_BT_A20W_01A,MRPS10_MRPS24,1.1535
TCGA_BT_A20W_01A,MRPS10_RPS8,3.37961
TCGA_BT_A20W_01A,MRPS10_RPL37A,3.15587
TCGA_BT_A20W_01A,MRPS10_MRPS6,2.26665
TCGA_BT_A20W_01A,MRPS10_RPL24,3.25361
TCGA_BT_A20W_01A,MRPS10_MTIF3,2.21939
TCGA_BT_A20W_01A,MRPS10_MRPS33,2.20531
TCGA_BT_A20W_01A,MRPS10_MRPS9,2.34689
TCGA_BT_A20W_01A,MRPS10_MRPS25,2.23707
TCGA_BT_A20W_01A,MRPS10_RPL23A,2.95547
TCGA_BT_A20W_01A,MRPS10_RPS25,3.372
TCGA_BT_A20W_01A,MRPS10_MRPS31,2.3183
TCGA_BT_A20W_01A,MRPS10_MRPS22,2.018
TCGA_BT_A20W_01A,MRPS10_RPS5,3.0661
TCGA_BT_A20W_01A,MRPS10_RPS28,3.12066
TCGA_BT_A20W_01A,MRPS10_MRPS18A,2.27647
TCGA_BT_A20W_01A,MRPS10_RPS7,3.22895
TCGA_BT_A20W_01A,MRPS10_POLR1C,1.98143
TCGA_BT_A20W_01A,MRPS10_RPL4,3.06251
TCGA_BT_A20W_01A,MRPS10_RPLP1,3.29331
TCGA_BT_A20W_01A,MRPS10_POLR2C,2.21215
TCGA_BT_A20W_01A,MRPS10_RPS17,1.7323
TCGA_BT_A20W_01A,MRPS10_RPL30,3.18144
TCGA_BT_A20W_01A,MRPS10_RPL5,3.35336
TCGA_BT_A20W_01A,MRPS10_MRPS26,2.76701
TCGA_BT_A20W_01A,MRPS10_WDR31,1.38313
TCGA_BT_A20W_01A,CCL11_CX3CL1,0.94524
TCGA_BT_A20W_01A,CCL20_CX3CL1,0.63999
TCGA_BT_A20W_01A,CCL21_CX3CL1,1.15289
TCGA_BT_A20W_01A,CCL4_CX3CL1,0.87407
TCGA_BT_A20W_01A,CCL5_CX3CL1,1.37882
TCGA_BT_A20W_01A,CCR1_CX3CL1,0.79034
TCGA_BT_A20W_01A,CCR2_CX3CL1,0.71123
TCGA_BT_A20W_01A,CCR3_CX3CL1,0.59222
TCGA_BT_A20W_01A,CCR5_CX3CL1,0.92596
TCGA_BT_A20W_01A,CCR7_CX3CL1,1.6203
TCGA_BT_A20W_01A,CD200R1_CX3CL1,0.5989
TCGA_BT_A20W_01A,CSF2_CX3CL1,1.00442
TCGA_BT_A20W_01A,CSF3_CX3CL1,0.71245
TCGA_BT_A20W_01A,CX3CL1_IFNG,0.62606
TCGA_BT_A20W_01A,CX3CL1_CXCL1,1.1618
TCGA_BT_A20W_01A,CX3CL1_FGF13,0.52761
TCGA_BT_A20W_01A,CX3CL1_FGF2,0.65347
TCGA_BT_A20W_01A,CX3CL1_CXCR4,1.8894
TCGA_BT_A20W_01A,CX3CL1_CXCR1,0.57754
TCGA_BT_A20W_01A,CX3CL1_CX3CR1,0.6207
TCGA_BT_A20W_01A,CX3CL1_CXCR6,0.79779
TCGA_BT_A20W_01A,CX3CL1_CXCR3,0.88052
TCGA_BT_A20W_01A,CX3CL1_CXCR2,0.76642
TCGA_BT_A20W_01A,CX3CL1_CXCL9,1.12024
TCGA_BT_A20W_01A,CX3CL1_EGF,0.5792
TCGA_BT_A20W_01A,CX3CL1_CXCL16,1.34219
TCGA_BT_A20W_01A,CX3CL1_CXCL10,1.18245
TCGA_BT_A20W_01A,UBA52_USP28,2.74139
TCGA_BT_A20W_01A,RPS27A_USP28,2.80134
TCGA_BT_A20W_01A,CDH1_SNAI2,0.9076
TCGA_BT_A20W_01A,HDAC1_SNAI2,0.88814
TCGA_BT_A20W_01A,KDM1A_SNAI2,0.91026
TCGA_BT_A20W_01A,SNAI2_TP53,0.97977
TCGA_BT_A20W_01A,SNAI2_SOX9,0.54086
TCGA_BT_A20W_01A,SNAI2_TWIST1,0.48018
TCGA_BT_A20W_01A,CDH17_CTNND2,0.23229
TCGA_BT_A20W_01A,CDH17_VCL,0.82276
TCGA_BT_A20W_01A,CDH17_PECAM1,0.77312
TCGA_BT_A20W_01A,CDH17_OCLN,0.44933
TCGA_BT_A20W_01A,CDH17_DSP,0.7374
TCGA_BT_A20W_01A,CDH17_KDR,0.89697
TCGA_BT_A20W_01A,CDH17_PSEN1,0.52843
TCGA_BT_A20W_01A,CDH17_CTNND1,0.44611
TCGA_BT_A20W_01A,CDH17_CTNNA2,0.19548
TCGA_BT_A20W_01A,CDH17_CTNNA1,0.91203
TCGA_BT_A20W_01A,CDH17_NECTIN1,0.83402
TCGA_BT_A20W_01A,CDH17_CTNNB1,0.91591
TCGA_BT_A20W_01A,CDH17_KLRG1,0.25495
TCGA_BT_A20W_01A,CDH17_TJP1,0.7032
TCGA_BT_A20W_01A,CEL_CPA1,0.03766
TCGA_BT_A20W_01A,CELA3A_CPA1,0.02356
TCGA_BT_A20W_01A,CELA3B_CPA1,0.02286
TCGA_BT_A20W_01A,CPA1_CPA2,0.02074
TCGA_BT_A20W_01A,CPA1_CTRC,0.02059
TCGA_BT_A20W_01A,CPA1_CTRB1,0.02129
TCGA_BT_A20W_01A,CPA1_CTRB2,0.01981
TCGA_BT_A20W_01A,CPA1_CPB1,0.02034
TCGA_BT_A20W_01A,CPA1_CPA3,0.05353
TCGA_BT_A20W_01A,HSP90AA1_RPAP3,3.16609
TCGA_BT_A20W_01A,FLNA_RALA,1.7578
TCGA_BT_A20W_01A,HSPA4_PGLYRP1,1.24934
TCGA_BT_A20W_01A,HSP90AB1_RPAP3,3.38551
TCGA_BT_A20W_01A,CH25H_CYP51A1,0.06864
TCGA_BT_A20W_01A,CYP51A1_NSDHL,0.0915
TCGA_BT_A20W_01A,CYP51A1_DHCR24,0.09788
TCGA_BT_A20W_01A,CYP51A1_SIGMAR1,0.0847
TCGA_BT_A20W_01A,CYP51A1_HMGCS1,0.06063
TCGA_BT_A20W_01A,CYP51A1_POR,0.07208
TCGA_BT_A20W_01A,CYP51A1_ERG28,0.07114
TCGA_BT_A20W_01A,CYP51A1_SC5D,0.04528
TCGA_BT_A20W_01A,CYP51A1_FDFT1,0.06127
TCGA_BT_A20W_01A,CYP51A1_HSD17B7,0.03376
TCGA_BT_A20W_01A,CYP51A1_SREBF2,0.04735
TCGA_BT_A20W_01A,CYP51A1_DHCR7,0.05007
TCGA_BT_A20W_01A,CYP51A1_LBR,0.04757
TCGA_BT_A20W_01A,CYP51A1_LSS,0.04358
TCGA_BT_A20W_01A,CYP51A1_HMGCS2,0.06442
TCGA_BT_A20W_01A,CYP51A1_FAXDC2,0.02444
TCGA_BT_A20W_01A,CYP51A1_IDI1,0.03986
TCGA_BT_A20W_01A,CYP51A1_SQLE,0.04947
TCGA_BT_A20W_01A,CYP51A1_HMGCR,0.04031
TCGA_BT_A20W_01A,CYP51A1_TM7SF2,0.04344
TCGA_BT_A20W_01A,CYP51A1_MSMO1,0.04335
TCGA_BT_A20W_01A,CHPF2_CSGALNACT2,0.1117
TCGA_BT_A20W_01A,CHPF2_CSGALNACT1,0.08568
TCGA_BT_A20W_01A,CYP1B1_MYOC,0.27422
TCGA_BT_A20W_01A,FBN1_MYOC,0.49752
TCGA_BT_A20W_01A,MYOC_OPTN,0.67565
TCGA_BT_A20W_01A,MYOC_WDR36,0.52588
TCGA_BT_A20W_01A,MYOC_OLFM3,0.19499
TCGA_BT_A20W_01A,DPM2_PIGQ,0.04553
TCGA_BT_A20W_01A,PIGA_PIGQ,0.14848
TCGA_BT_A20W_01A,PIGC_PIGQ,0.15998
TCGA_BT_A20W_01A,PIGH_PIGQ,0.15142
TCGA_BT_A20W_01A,PIGL_PIGQ,0.14037
TCGA_BT_A20W_01A,PIGP_PIGQ,0.15409
TCGA_BT_A20W_01A,EXOC1_RALA,1.08108
TCGA_BT_A20W_01A,EXOC2_RALA,1.24285
TCGA_BT_A20W_01A,EXOC4_RALA,1.20281
TCGA_BT_A20W_01A,EXOC5_RALA,1.0649
TCGA_BT_A20W_01A,EXOC8_RALA,1.03993
TCGA_BT_A20W_01A,MAPK8_RALA,1.04185
TCGA_BT_A20W_01A,MAPK9_RALA,1.01417
TCGA_BT_A20W_01A,PLD1_RALA,0.83155
TCGA_BT_A20W_01A,PLD2_RALA,1.28101
TCGA_BT_A20W_01A,RAC2_RALA,1.31082
TCGA_BT_A20W_01A,RAC3_RALA,1.1859
TCGA_BT_A20W_01A,RALA_RHOA,1.48695
TCGA_BT_A20W_01A,RALA_RASA1,1.09213
TCGA_BT_A20W_01A,RALA_RALBP1,1.64108
TCGA_BT_A20W_01A,RALA_RALB,1.29703
TCGA_BT_A20W_01A,RALA_RGL2,1.3821
TCGA_BT_A20W_01A,RALA_RALGDS,0.9808
TCGA_BT_A20W_01A,RALA_RGL1,1.03027
TCGA_BT_A20W_01A,FBXW7_USP28,1.2811
TCGA_BT_A20W_01A,MYC_USP28,1.97302
TCGA_BT_A20W_01A,TP53BP1_USP28,1.52917
TCGA_BT_A20W_01A,UBB_USP28,2.63349
TCGA_BT_A20W_01A,UBC_USP28,2.76817
TCGA_BT_A20W_01A,FPR3_HEBP1,0.06641
TCGA_BT_A20W_01A,FUCA1_FUCA2,0.09218
TCGA_BT_A20W_01A,FYB1_SKAP2,0.59408
TCGA_BT_A20W_01A,ITGA4_SKAP2,0.51493
TCGA_BT_A20W_01A,ITGB1_SKAP2,0.78669
TCGA_BT_A20W_01A,GGA1_M6PR,0.07621
TCGA_BT_A20W_01A,GGA2_M6PR,0.0769
TCGA_BT_A20W_01A,GGA3_M6PR,0.07229
TCGA_BT_A20W_01A,IGF2R_M6PR,0.20941
TCGA_BT_A20W_01A,GPN1_RPAP3,1.69402
TCGA_BT_A20W_01A,PDRG1_RPAP3,1.92341
TCGA_BT_A20W_01A,PFDN2_RPAP3,2.8796
TCGA_BT_A20W_01A,PFDN6_RPAP3,2.04123
TCGA_BT_A20W_01A,PIH1D1_RPAP3,2.06694
TCGA_BT_A20W_01A,PIH1D2_RPAP3,0.95543
TCGA_BT_A20W_01A,POLR2E_RPAP3,2.08417
TCGA_BT_A20W_01A,POLR2J_RPAP3,2.01861
TCGA_BT_A20W_01A,RPAP1_RPAP3,1.52648
TCGA_BT_A20W_01A,RPAP2_RPAP3,1.26941
TCGA_BT_A20W_01A,RPAP3_RUVBL1,1.80555
TCGA_BT_A20W_01A,RPAP3_URI1,2.06846
TCGA_BT_A20W_01A,RPAP3_RUVBL2,2.13503
TCGA_BT_A20W_01A,RPAP3_TARBP2,1.62225
TCGA_BT_A20W_01A,RPAP3_WDR92,1.34671
TCGA_BT_A20W_01A,RPAP3_UXT,2.11828
TCGA_BT_A20W_01A,GRB2_MAP4K5,0.96169
TCGA_BT_A20W_01A,PGLYRP1_TREM1,0.26062
TCGA_BT_A20W_01A,HSPA9_PDK4,0.05359
TCGA_BT_A20W_01A,MS4A12_MS4A4E,0.05948
TCGA_BT_A20W_01A,MZB1_TNFRSF17,0.11782
TCGA_BT_A20W_01A,TNFRSF13B_TNFRSF17,0.07143
TCGA_BT_A20W_01A,TNFRSF13C_TNFRSF17,0.08276
TCGA_BT_A20W_01A,TNFRSF17_TNFSF13,0.09898
TCGA_BT_A20W_01A,TNFRSF17_TNFSF13B,0.09411
TCGA_BT_A20W_01A,NDUFAF5_NDUFAF7,0.1933
TCGA_BT_A20W_01A,NDUFAF7_NDUFS2,0.29515
TCGA_BT_A20W_01A,NRP1_SEMA3F,0.43981
TCGA_BT_A20W_01A,NRP2_SEMA3F,0.38318
TCGA_BT_A20W_01A,PLXNA1_SEMA3F,0.44926
TCGA_BT_A20W_01A,PLXNA3_SEMA3F,0.41384
TCGA_BT_A20W_01A,RAB1A_TRAPPC6A,0.41551
TCGA_BT_A20W_01A,TRAPPC1_TRAPPC6A,0.37819
TCGA_BT_A20W_01A,TRAPPC10_TRAPPC6A,0.26296
TCGA_BT_A20W_01A,TRAPPC11_TRAPPC6A,0.30145
TCGA_BT_A20W_01A,TRAPPC12_TRAPPC6A,0.31587
TCGA_BT_A20W_01A,TRAPPC13_TRAPPC6A,0.2702
TCGA_BT_A20W_01A,TRAPPC2_TRAPPC6A,0.29113
TCGA_BT_A20W_01A,TRAPPC2B_TRAPPC6A,0.27915
TCGA_BT_A20W_01A,TRAPPC2L_TRAPPC6A,0.34456
TCGA_BT_A20W_01A,TRAPPC3_TRAPPC6A,0.36294
TCGA_BT_A20W_01A,TRAPPC3L_TRAPPC6A,0.18095
TCGA_BT_A20W_01A,TRAPPC4_TRAPPC6A,0.34085
TCGA_BT_A20W_01A,TRAPPC5_TRAPPC6A,0.21943
TCGA_BT_A20W_01A,TRAPPC6A_TRAPPC8,0.29723
TCGA_BT_A20W_01A,TRAPPC6A_TRAPPC6B,0.23061
TCGA_BT_A20W_01A,TRAPPC6A_TRAPPC9,0.29196
TCGA_BT_A20W_01A,SLC3A1_SLC7A9,0.04745
TCGA_BT_A20W_01A,SLC3A2_SLC7A9,0.15191
TCGA_BT_A20W_01A,STAR_STARD3NL,0.09517
TCGA_BT_A20W_01A,STARD3_STARD3NL,0.19011
TCGA_BT_A20W_01A,STARD3NL_VAPA,0.19608
TCGA_BT_A20W_01A,TSR2_TSR3,0.27708
TCGA_CU_A0YR_01A,AANAT_INMT,0.0757
TCGA_CU_A0YR_01A,AOC1_INMT,0.20262
TCGA_CU_A0YR_01A,DDC_INMT,0.08287
TCGA_CU_A0YR_01A,IDO1_INMT,0.13661
TCGA_CU_A0YR_01A,IDO2_INMT,0.08536
TCGA_CU_A0YR_01A,INMT_MAOB,0.09356
TCGA_CU_A0YR_01A,INMT_MAOA,0.21288
TCGA_CU_A0YR_01A,ACAN_DCN,1.78805
TCGA_CU_A0YR_01A,BGN_DCN,2.97902
TCGA_CU_A0YR_01A,CCN2_DCN,2.49783
TCGA_CU_A0YR_01A,COL14A1_DCN,1.7377
TCGA_CU_A0YR_01A,COL1A1_DCN,2.9647
TCGA_CU_A0YR_01A,COL1A2_DCN,2.86234
TCGA_CU_A0YR_01A,COL3A1_DCN,2.88007
TCGA_CU_A0YR_01A,DCN_FGF7,1.33577
TCGA_CU_A0YR_01A,DCN_ERBB2,3.15147
TCGA_CU_A0YR_01A,DCN_TLR4,1.43609
TCGA_CU_A0YR_01A,DCN_MFAP2,1.66114
TCGA_CU_A0YR_01A,DCN_VCAN,2.006
TCGA_CU_A0YR_01A,DCN_FGF5,1.02204
TCGA_CU_A0YR_01A,DCN_FGF8,1.09627
TCGA_CU_A0YR_01A,DCN_FBN1,1.68881
TCGA_CU_A0YR_01A,DCN_EGFR,1.86709
TCGA_CU_A0YR_01A,DCN_VTN,1.38721
TCGA_CU_A0YR_01A,DCN_FGF17,0.99572
TCGA_CU_A0YR_01A,DCN_SDC1,3.00461
TCGA_CU_A0YR_01A,DCN_FGF22,1.09236
TCGA_CU_A0YR_01A,DCN_LUM,2.91351
TCGA_CU_A0YR_01A,DCN_ERBB4,0.99499
TCGA_CU_A0YR_01A,DCN_FGF9,1.02505
TCGA_CU_A0YR_01A,DCN_TGFB1,2.28324
TCGA_CU_A0YR_01A,DCN_FN1,2.977
TCGA_CU_A0YR_01A,DCN_SPARC,2.81068
TCGA_CU_A0YR_01A,DCN_FGF18,1.21335
TCGA_CU_A0YR_01A,DCN_TLR2,1.62956
TCGA_CU_A0YR_01A,DCN_FGF6,1.01272
TCGA_CU_A0YR_01A,DCN_KDR,1.94811
TCGA_CU_A0YR_01A,DCN_FGF20,1.01751
TCGA_CU_A0YR_01A,DCN_EGF,1.00209
TCGA_CU_A0YR_01A,DCN_FGF3,1.01337
TCGA_CU_A0YR_01A,DCN_YBX1,2.9255
TCGA_CU_A0YR_01A,DCN_MET,1.98024
TCGA_CU_A0YR_01A,DCN_ERBB3,2.23798
TCGA_CU_A0YR_01A,DCN_YBX3,2.31515
TCGA_CU_A0YR_01A,DCN_FGF4,1.01402
TCGA_CU_A0YR_01A,DCN_ELN,1.41102
TCGA_CU_A0YR_01A,DCN_FMOD,2.09871
TCGA_CU_A0YR_01A,DCN_P3H3,1.65179
TCGA_CU_A0YR_01A,DCN_HSPG2,2.22416
TCGA_CU_A0YR_01A,DCN_TGFB3,1.40386
TCGA_CU_A0YR_01A,DCN_IGF1,1.10997
TCGA_CU_A0YR_01A,DCN_FGF16,1.01685
TCGA_CU_A0YR_01A,DCN_FGF10,1.14931
TCGA_CU_A0YR_01A,ACY1_OTC,0.08484
TCGA_CU_A0YR_01A,ARG1_OTC,0.08178
TCGA_CU_A0YR_01A,ARG2_OTC,0.09863
TCGA_CU_A0YR_01A,ASL_OTC,0.12222
TCGA_CU_A0YR_01A,ASS1_OTC,0.21699
TCGA_CU_A0YR_01A,CAD_OTC,0.19715
TCGA_CU_A0YR_01A,CPS1_OTC,0.05732
TCGA_CU_A0YR_01A,GBE1_OTC,0.08962
TCGA_CU_A0YR_01A,NAGS_OTC,0.10337
TCGA_CU_A0YR_01A,NOS1_OTC,0.06617
TCGA_CU_A0YR_01A,NOS2_OTC,0.07737
TCGA_CU_A0YR_01A,NOS3_OTC,0.14527
TCGA_CU_A0YR_01A,OAT_OTC,0.22635
TCGA_CU_A0YR_01A,ADCYAP1_SCTR,0.36849
TCGA_CU_A0YR_01A,ANO6_SCTR,1.24307
TCGA_CU_A0YR_01A,GNAS_SCTR,1.9153
TCGA_CU_A0YR_01A,GNB1_SCTR,1.59714
TCGA_CU_A0YR_01A,GNG2_SCTR,0.55936
TCGA_CU_A0YR_01A,SCT_SCTR,0.40775
TCGA_CU_A0YR_01A,SCTR_VIP,0.38117
TCGA_CU_A0YR_01A,ADGRV1_USH1C,0.08984
TCGA_CU_A0YR_01A,ANKS4B_USH1C,0.08934
TCGA_CU_A0YR_01A,CDH23_USH1C,0.12523
TCGA_CU_A0YR_01A,CDHR5_USH1C,0.06376
TCGA_CU_A0YR_01A,MYO7A_USH1C,0.08537
TCGA_CU_A0YR_01A,MYO7B_USH1C,0.07003
TCGA_CU_A0YR_01A,PCDH15_USH1C,0.07291
TCGA_CU_A0YR_01A,PDZD7_USH1C,0.072
TCGA_CU_A0YR_01A,USH1C_USH2A,0.0675
TCGA_CU_A0YR_01A,USH1C_WHRN,0.08418
TCGA_CU_A0YR_01A,USH1C_USHBP1,0.05963
TCGA_CU_A0YR_01A,USH1C_USH1G,0.08192
TCGA_CU_A0YR_01A,ADI1_MRI1,0.3302
TCGA_CU_A0YR_01A,APIP_MRI1,0.24829
TCGA_CU_A0YR_01A,ENOPH1_MRI1,0.18154
TCGA_CU_A0YR_01A,MRI1_MTAP,0.18572
TCGA_CU_A0YR_01A,ADRM1_PSMA4,2.55935
TCGA_CU_A0YR_01A,AKIRIN2_PSMA4,2.13867
TCGA_CU_A0YR_01A,CHRNA3_PSMA4,1.23841
TCGA_CU_A0YR_01A,CHRNA5_PSMA4,1.41567
TCGA_CU_A0YR_01A,CHRNB4_PSMA4,1.11734
TCGA_CU_A0YR_01A,DESI1_PSMA4,2.11905
TCGA_CU_A0YR_01A,POMP_PSMA4,2.76629
TCGA_CU_A0YR_01A,PSMA1_PSMA4,1.88307
TCGA_CU_A0YR_01A,PSMA2_PSMA4,1.211
TCGA_CU_A0YR_01A,PSMA3_PSMA4,2.63956
TCGA_CU_A0YR_01A,PSMA4_PSME2,2.64375
TCGA_CU_A0YR_01A,PSMA4_UBC,2.99737
TCGA_CU_A0YR_01A,PSMA4_PSMD8,2.63181
TCGA_CU_A0YR_01A,PSMA4_PSMC6,2.17234
TCGA_CU_A0YR_01A,PSMA4_PSMB3,3.29835
TCGA_CU_A0YR_01A,PSMA4_PSMC1,1.79029
TCGA_CU_A0YR_01A,PSMA4_PSMB8,2.34306
TCGA_CU_A0YR_01A,PSMA4_PSMD14,2.39285
TCGA_CU_A0YR_01A,PSMA4_PSMB9,2.30677
TCGA_CU_A0YR_01A,PSMA4_PSMD1,2.08936
TCGA_CU_A0YR_01A,PSMA4_PSMB2,2.47994
TCGA_CU_A0YR_01A,PSMA4_PSMA5,2.33492
TCGA_CU_A0YR_01A,PSMA4_PSMD2,2.63556
TCGA_CU_A0YR_01A,PSMA4_PSMA8,1.16493
TCGA_CU_A0YR_01A,PSMA4_PSMD7,2.26311
TCGA_CU_A0YR_01A,PSMA4_PSMB1,2.69471
TCGA_CU_A0YR_01A,PSMA4_PSMD13,2.42211
TCGA_CU_A0YR_01A,PSMA4_PSMA6,1.49997
TCGA_CU_A0YR_01A,PSMA4_RPS27A,3.17173
TCGA_CU_A0YR_01A,PSMA4_PSMD12,2.30058
TCGA_CU_A0YR_01A,PSMA4_UBQLN4,2.3376
TCGA_CU_A0YR_01A,PSMA4_PSMB6,3.04721
TCGA_CU_A0YR_01A,PSMA4_PSME1,3.10872
TCGA_CU_A0YR_01A,PSMA4_PSMB4,3.04494
TCGA_CU_A0YR_01A,PSMA4_PSMB5,2.76249
TCGA_CU_A0YR_01A,PSMA4_PSMD6,2.00611
TCGA_CU_A0YR_01A,PSMA4_PSMB7,2.73379
TCGA_CU_A0YR_01A,PSMA4_UCHL5,2.02593
TCGA_CU_A0YR_01A,PSMA4_PSMF1,2.2751
TCGA_CU_A0YR_01A,PSMA4_PSMB10,2.23474
TCGA_CU_A0YR_01A,PSMA4_UBB,3.08183
TCGA_CU_A0YR_01A,PSMA4_PSMG2,2.51104
TCGA_CU_A0YR_01A,PSMA4_PSMD3,2.5547
TCGA_CU_A0YR_01A,PSMA4_USP14,2.31197
TCGA_CU_A0YR_01A,PSMA4_PSMD4,2.66373
TCGA_CU_A0YR_01A,PSMA4_PSMC2,2.15942
TCGA_CU_A0YR_01A,PSMA4_PSMA7,3.14264
TCGA_CU_A0YR_01A,PSMA4_PSMC3,2.59108
TCGA_CU_A0YR_01A,PSMA4_PSMC4,2.62063
TCGA_CU_A0YR_01A,PSMA4_PSMC5,2.41243
TCGA_CU_A0YR_01A,PSMA4_PSME4,2.20884
TCGA_CU_A0YR_01A,PSMA4_UBA52,2.80233
TCGA_CU_A0YR_01A,PSMA4_PSMD11,2.49935
TCGA_CU_A0YR_01A,AHSA1_FKBP4,2.62839
TCGA_CU_A0YR_01A,AKT1_FKBP4,2.11461
TCGA_CU_A0YR_01A,AR_FKBP4,1.4313
TCGA_CU_A0YR_01A,DNAJB1_FKBP4,2.29492
TCGA_CU_A0YR_01A,FKBP4_STIP1,2.88225
TCGA_CU_A0YR_01A,FKBP4_NR3C2,1.39393
TCGA_CU_A0YR_01A,FKBP4_FKBP5,1.94277
TCGA_CU_A0YR_01A,FKBP4_HSPA8,3.11297
TCGA_CU_A0YR_01A,FKBP4_GLMN,1.9968
TCGA_CU_A0YR_01A,FKBP4_MTOR,2.20474
TCGA_CU_A0YR_01A,FKBP4_PTGES3,3.26557
TCGA_CU_A0YR_01A,FKBP4_PPID,2.19525
TCGA_CU_A0YR_01A,FKBP4_HSP90AB1,3.5595
TCGA_CU_A0YR_01A,FKBP4_HSPA4,2.85635
TCGA_CU_A0YR_01A,FKBP4_NR3C1,2.18903
TCGA_CU_A0YR_01A,FKBP4_HSP90AA1,3.48264
TCGA_CU_A0YR_01A,FKBP4_PGR,1.46175
TCGA_CU_A0YR_01A,FKBP4_PHLPP1,2.03983
TCGA_CU_A0YR_01A,AKAP11_PRKACA,1.21689
TCGA_CU_A0YR_01A,AKAP11_PRKACB,1.31011
TCGA_CU_A0YR_01A,CFTR_PRKACA,0.92647
TCGA_CU_A0YR_01A,GABARAPL2_PRKACA,1.59494
TCGA_CU_A0YR_01A,CFTR_PRKACB,1.01195
TCGA_CU_A0YR_01A,GABARAPL2_PRKACB,1.68658
TCGA_CU_A0YR_01A,AKNAD1_CD74,1.87436
TCGA_CU_A0YR_01A,APP_CD74,3.47742
TCGA_CU_A0YR_01A,CD44_CD74,3.08747
TCGA_CU_A0YR_01A,CD74_RPL30,3.60297
TCGA_CU_A0YR_01A,CD74_RPS17,2.47856
TCGA_CU_A0YR_01A,CD74_MRPL36,3.0726
TCGA_CU_A0YR_01A,CD74_HLA-DPB1,3.16852
TCGA_CU_A0YR_01A,CD74_RSAD1,2.63698
TCGA_CU_A0YR_01A,CD74_RPL4,3.60651
TCGA_CU_A0YR_01A,CD74_RPS7,3.54072
TCGA_CU_A0YR_01A,CD74_RPLP1,3.45186
TCGA_CU_A0YR_01A,CD74_HLA-DQB1,3.07466
TCGA_CU_A0YR_01A,CD74_RPS5,3.55782
TCGA_CU_A0YR_01A,CD74_HLA-DOA,2.83693
TCGA_CU_A0YR_01A,CD74_RPL26L1,2.81309
TCGA_CU_A0YR_01A,CD74_MRPL33,3.11818
TCGA_CU_A0YR_01A,CD74_RPS28,3.31176
TCGA_CU_A0YR_01A,CD74_RPS25,3.59515
TCGA_CU_A0YR_01A,CD74_MED1,3.01779
TCGA_CU_A0YR_01A,CD74_CXCR4,3.13092
TCGA_CU_A0YR_01A,CD74_RPL10A,3.35164
TCGA_CU_A0YR_01A,CD74_HLA-DQA2,3.15824
TCGA_CU_A0YR_01A,CD74_MRPL12,2.86405
TCGA_CU_A0YR_01A,CD74_MRPL21,3.11695
TCGA_CU_A0YR_01A,CD74_RPL8,3.65845
TCGA_CU_A0YR_01A,CD74_RPS20,3.26485
TCGA_CU_A0YR_01A,CD74_MRPS9,2.92161
TCGA_CU_A0YR_01A,CD74_CTSS,3.15195
TCGA_CU_A0YR_01A,CD74_RPL23A,3.2886
TCGA_CU_A0YR_01A,CD74_RPL17,2.35578
TCGA_CU_A0YR_01A,CD74_HLA-DQB2,2.98268
TCGA_CU_A0YR_01A,CD74_RPS8,3.58796
TCGA_CU_A0YR_01A,CD74_MRPL17,3.06032
TCGA_CU_A0YR_01A,CD74_RPL22L1,2.70608
TCGA_CU_A0YR_01A,CD74_RPS15,3.52409
TCGA_CU_A0YR_01A,CD74_RPS2,3.67375
TCGA_CU_A0YR_01A,CD74_RPL24,3.5705
