Sample,link,miRW-Flow
TCGA_BT_A20Q_01A,ERCC1_XRCC5,0.99798
TCGA_BT_A20Q_01A,ERCC1_ERCC3,0.90726
TCGA_BT_A20Q_01A,ERCC1_XRCC1,0.93145
TCGA_BT_A20Q_01A,ERCC1_XRCC6,0.99899
TCGA_BT_A20Q_01A,ERCC1_MSH3,0.75504
TCGA_BT_A20Q_01A,ERCC1_MSH6,0.75101
TCGA_BT_A20Q_01A,ERCC1_FEN1,0.9244
TCGA_BT_A20Q_01A,ERCC1_POLD1,0.88105
TCGA_BT_A20Q_01A,ERCC1_FANCI,0.80141
TCGA_BT_A20Q_01A,ERCC1_RAD23B,0.9869
TCGA_BT_A20Q_01A,ERCC1_SLX1A,0.48185
TCGA_BT_A20Q_01A,ERCC1_MUS81,0.79536
TCGA_BT_A20Q_01A,ERCC1_PRKDC,0.93044
TCGA_BT_A20Q_01A,ERCC1_ERCC6,0.6754
TCGA_BT_A20Q_01A,ERCC1_NHEJ1,0.51512
TCGA_BT_A20Q_01A,ERCC1_PHF21A,0.72883
TCGA_BT_A20Q_01A,ERCC1_FANCD2,0.78327
TCGA_BT_A20Q_01A,ERCC1_SLX4,0.69254
TCGA_BT_A20Q_01A,B3GALT6_B4GALT7,0.10181
TCGA_BT_A20Q_01A,B4GALT7_XYLT2,0.12399
TCGA_BT_A20Q_01A,B4GALT7_XYLT1,0.09677
TCGA_BT_A20Q_01A,GRB2_XYLT2,0.28125
TCGA_BT_A20Q_01A,SLC6A20_XYLT2,0.09173
TCGA_BT_A20Q_01A,XYLT1_XYLT2,0.10585
TCGA_BT_A20Q_01A,BAG3_HSPB6,0.72379
TCGA_BT_A20Q_01A,HSPB1_HSPB6,0.98488
TCGA_BT_A20Q_01A,HSPB6_SFN,0.93649
TCGA_BT_A20Q_01A,BAIAP2L1_WASL,0.04536
TCGA_BT_A20Q_01A,BCS1L_COX15,0.46976
TCGA_BT_A20Q_01A,COX10_COX15,0.45867
TCGA_BT_A20Q_01A,COX11_COX15,0.50706
TCGA_BT_A20Q_01A,COX15_UQCRFS1,0.65625
TCGA_BT_A20Q_01A,COX15_MT-CO2,0.9879
TCGA_BT_A20Q_01A,COX15_SURF1,0.65121
TCGA_BT_A20Q_01A,COX15_SCO2,0.25907
TCGA_BT_A20Q_01A,COX15_CYC1,0.71472
TCGA_BT_A20Q_01A,COX15_SCO1,0.31149
TCGA_BT_A20Q_01A,COX15_COX6B1,0.9123
TCGA_BT_A20Q_01A,COX15_MT-CO3,0.98891
TCGA_BT_A20Q_01A,COX15_MT-CO1,0.98992
TCGA_BT_A20Q_01A,COX15_PET117,0.22077
TCGA_BT_A20Q_01A,COX15_COX5A,0.90927
TCGA_BT_A20Q_01A,BLNK_LCP2,0.41935
TCGA_BT_A20Q_01A,BTK_LCP2,0.28327
TCGA_BT_A20Q_01A,CBL_LCP2,0.35887
TCGA_BT_A20Q_01A,CD247_LCP2,0.3246
TCGA_BT_A20Q_01A,CD3D_LCP2,0.47379
TCGA_BT_A20Q_01A,CD6_LCP2,0.6371
TCGA_BT_A20Q_01A,FYB1_LCP2,0.42238
TCGA_BT_A20Q_01A,FYN_LCP2,0.44153
TCGA_BT_A20Q_01A,GRAP_LCP2,0.19254
TCGA_BT_A20Q_01A,GRAP2_LCP2,0.23286
TCGA_BT_A20Q_01A,GRB2_LCP2,0.56149
TCGA_BT_A20Q_01A,ITK_LCP2,0.23589
TCGA_BT_A20Q_01A,LAT_LCP2,0.18044
TCGA_BT_A20Q_01A,LCK_LCP2,0.43448
TCGA_BT_A20Q_01A,LCP2_TYROBP,0.61694
TCGA_BT_A20Q_01A,LCP2_NCK2,0.54637
TCGA_BT_A20Q_01A,LCP2_RABIF,0.43347
TCGA_BT_A20Q_01A,LCP2_TEC,0.19758
TCGA_BT_A20Q_01A,LCP2_MAP4K1,0.29032
TCGA_BT_A20Q_01A,LCP2_PTPN11,0.80343
TCGA_BT_A20Q_01A,LCP2_VAV3,0.56552
TCGA_BT_A20Q_01A,LCP2_PTPN6,0.55948
TCGA_BT_A20Q_01A,LCP2_LYN,0.76109
TCGA_BT_A20Q_01A,LCP2_PTPRC,0.56653
TCGA_BT_A20Q_01A,LCP2_VAV1,0.35786
TCGA_BT_A20Q_01A,LCP2_RAP1B,0.36391
TCGA_BT_A20Q_01A,LCP2_PLCG1,0.53226
TCGA_BT_A20Q_01A,LCP2_PLCG2,0.33266
TCGA_BT_A20Q_01A,LCP2_SOS1,0.52218
TCGA_BT_A20Q_01A,LCP2_RAP1A,0.51815
TCGA_BT_A20Q_01A,LCP2_SYK,0.6119
TCGA_BT_A20Q_01A,LCP2_SHC1,0.87097
TCGA_BT_A20Q_01A,LCP2_NCK1,0.44052
TCGA_BT_A20Q_01A,LCP2_ZAP70,0.50302
TCGA_BT_A20Q_01A,LCP2_SRC,0.8619
TCGA_BT_A20Q_01A,LCP2_RANGAP1,0.8004
TCGA_BT_A20Q_01A,LCP2_SKAP1,0.31552
TCGA_BT_A20Q_01A,LCP2_VAV2,0.74395
TCGA_BT_A20Q_01A,LCP2_WAS,0.43851
TCGA_BT_A20Q_01A,BOD1L1_CXXC1,0.04536
TCGA_BT_A20Q_01A,BOD1L1_SETD1A,0.04536
TCGA_BT_A20Q_01A,BOD1L1_RBBP5,0.04536
TCGA_BT_A20Q_01A,BRAF_PPP5C,0.68145
TCGA_BT_A20Q_01A,CCT2_PPP5C,0.46069
TCGA_BT_A20Q_01A,CCT3_PPP5C,0.51411
TCGA_BT_A20Q_01A,CCT4_PPP5C,0.47681
TCGA_BT_A20Q_01A,CCT5_PPP5C,0.45665
TCGA_BT_A20Q_01A,CCT6A_PPP5C,0.48891
TCGA_BT_A20Q_01A,CCT6B_PPP5C,0.17742
TCGA_BT_A20Q_01A,CCT7_PPP5C,0.50403
TCGA_BT_A20Q_01A,CCT8_PPP5C,0.49194
TCGA_BT_A20Q_01A,CDC37_PPP5C,0.5494
TCGA_BT_A20Q_01A,DNAJC9_PPP5C,0.21875
TCGA_BT_A20Q_01A,HSP90AA1_PPP5C,0.7248
TCGA_BT_A20Q_01A,HSP90AB1_PPP5C,0.73891
TCGA_BT_A20Q_01A,MAP3K5_PPP5C,0.41331
TCGA_BT_A20Q_01A,PPP5C_STIP1,0.51714
TCGA_BT_A20Q_01A,PPP5C_PSMG1,0.39415
TCGA_BT_A20Q_01A,PPP5C_PTGES3,0.74093
TCGA_BT_A20Q_01A,PPP5C_TCP1,0.45968
TCGA_BT_A20Q_01A,PPP5C_TSC1,0.6502
TCGA_BT_A20Q_01A,PPP5C_PSMG2,0.44355
TCGA_BT_A20Q_01A,BTRC_CD4,0.47984
TCGA_BT_A20Q_01A,CCL4_CD4,0.72278
TCGA_BT_A20Q_01A,CCR2_CD4,0.64617
TCGA_BT_A20Q_01A,CCR5_CD4,0.58468
TCGA_BT_A20Q_01A,CCR7_CD4,0.66734
TCGA_BT_A20Q_01A,CD19_CD4,0.33569
TCGA_BT_A20Q_01A,CD1D_CD4,0.32056
TCGA_BT_A20Q_01A,CD2_CD4,0.6381
TCGA_BT_A20Q_01A,CD247_CD4,0.49294
TCGA_BT_A20Q_01A,CD27_CD4,0.48387
TCGA_BT_A20Q_01A,CD274_CD4,0.70665
TCGA_BT_A20Q_01A,CD28_CD4,0.35585
TCGA_BT_A20Q_01A,CD38_CD4,0.70867
TCGA_BT_A20Q_01A,CD3D_CD4,0.60685
TCGA_BT_A20Q_01A,CD3E_CD4,0.59476
TCGA_BT_A20Q_01A,CD3G_CD4,0.46573
TCGA_BT_A20Q_01A,CD4_LCK,0.5504
TCGA_BT_A20Q_01A,CD4_HLA-DMB,0.53831
TCGA_BT_A20Q_01A,CD4_IL5,0.23387
TCGA_BT_A20Q_01A,CD4_PDCD1LG2,0.43952
TCGA_BT_A20Q_01A,CD4_SKP1,0.61996
TCGA_BT_A20Q_01A,CD4_ENPEP,0.44456
TCGA_BT_A20Q_01A,CD4_HLA-DRB5,0.6996
TCGA_BT_A20Q_01A,CD4_HLA-DOB,0.42036
TCGA_BT_A20Q_01A,CD4_PRF1,0.4879
TCGA_BT_A20Q_01A,CD4_HLA-DPA1,0.68851
TCGA_BT_A20Q_01A,CD4_IL10,0.35081
TCGA_BT_A20Q_01A,CD4_FCGR3A,0.67742
TCGA_BT_A20Q_01A,CD4_IFNG,0.4748
TCGA_BT_A20Q_01A,CD4_CD80,0.66129
TCGA_BT_A20Q_01A,CD4_CD8A,0.55141
TCGA_BT_A20Q_01A,CD4_ERVW-1,0.25706
TCGA_BT_A20Q_01A,CD4_GOLPH3,0.66028
TCGA_BT_A20Q_01A,CD4_FYN,0.54839
TCGA_BT_A20Q_01A,CD4_CD40,0.88206
TCGA_BT_A20Q_01A,CD4_FBXW11,0.57157
TCGA_BT_A20Q_01A,CD4_GZMB,0.53125
TCGA_BT_A20Q_01A,CD4_ITIH4,0.27218
TCGA_BT_A20Q_01A,CD4_HLA-DRA,0.89012
TCGA_BT_A20Q_01A,CD4_IL22,0.22883
TCGA_BT_A20Q_01A,CD4_IL2RA,0.4506
TCGA_BT_A20Q_01A,CD4_IL7R,0.49899
TCGA_BT_A20Q_01A,CD4_CD82,0.69355
TCGA_BT_A20Q_01A,CD4_FCGR3B,0.29536
TCGA_BT_A20Q_01A,CD4_TLR4,0.57359
TCGA_BT_A20Q_01A,CD4_FCGR1A,0.4123
TCGA_BT_A20Q_01A,CD4_LAG3,0.44657
TCGA_BT_A20Q_01A,CD4_CD8B2,0.24093
TCGA_BT_A20Q_01A,CD4_PTPRC,0.71069
TCGA_BT_A20Q_01A,CD4_ICOS,0.39516
TCGA_BT_A20Q_01A,CD4_ITGAX,0.45464
TCGA_BT_A20Q_01A,CD4_HLA-DQA2,0.62198
TCGA_BT_A20Q_01A,CD4_CD44,0.77923
TCGA_BT_A20Q_01A,CD4_CD40LG,0.70464
TCGA_BT_A20Q_01A,CD4_CXCR4,0.75907
TCGA_BT_A20Q_01A,CD4_TNF,0.66431
TCGA_BT_A20Q_01A,CD4_IL1B,0.74597
TCGA_BT_A20Q_01A,CD4_CD7,0.46371
TCGA_BT_A20Q_01A,CD4_PDCD1,0.46169
TCGA_BT_A20Q_01A,CD4_IL7,0.35685
TCGA_BT_A20Q_01A,CD4_CD86,0.85786
TCGA_BT_A20Q_01A,CD4_SYK,0.71976
TCGA_BT_A20Q_01A,CD4_CTLA4,0.42742
TCGA_BT_A20Q_01A,CD4_CD69,0.4496
TCGA_BT_A20Q_01A,CD4_HLA-DPB1,0.68952
TCGA_BT_A20Q_01A,CD4_IL2,0.6129
TCGA_BT_A20Q_01A,CD4_CD81,0.70968
TCGA_BT_A20Q_01A,CD4_ICAM1,0.86089
TCGA_BT_A20Q_01A,CD4_RBX1,0.61593
TCGA_BT_A20Q_01A,CD4_SELL,0.49395
TCGA_BT_A20Q_01A,CD4_HLA-DOA,0.54032
TCGA_BT_A20Q_01A,CD4_IL13,0.59375
TCGA_BT_A20Q_01A,CD4_HLA-DQB1,0.63911
TCGA_BT_A20Q_01A,CD4_TRAT1,0.31653
TCGA_BT_A20Q_01A,CD4_CD8B,0.39113
TCGA_BT_A20Q_01A,CD4_FOXP3,0.51613
TCGA_BT_A20Q_01A,CD4_ITGAM,0.71875
TCGA_BT_A20Q_01A,CD4_TBX21,0.36492
TCGA_BT_A20Q_01A,CD4_PLAT,0.71169
TCGA_BT_A20Q_01A,CD4_IL15,0.67339
TCGA_BT_A20Q_01A,CD4_FN1,0.88004
TCGA_BT_A20Q_01A,CD4_CD5,0.50101
TCGA_BT_A20Q_01A,CD4_CXCR5,0.22681
TCGA_BT_A20Q_01A,CD4_CUL1,0.62399
TCGA_BT_A20Q_01A,CD4_ZAP70,0.65524
TCGA_BT_A20Q_01A,CD4_IL6,0.64919
TCGA_BT_A20Q_01A,CD4_IL4,0.64012
TCGA_BT_A20Q_01A,CD4_HLA-DMA,0.66633
TCGA_BT_A20Q_01A,CD4_IL16,0.45161
TCGA_BT_A20Q_01A,CD4_HLA-DRB1,0.8871
TCGA_BT_A20Q_01A,CD4_HLA-DQA1,0.67843
TCGA_BT_A20Q_01A,CD4_IL17A,0.2994
TCGA_BT_A20Q_01A,CACNA1C_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNA1D_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNA1F_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNA1S_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNA2D1_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNA2D4_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNB1_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNB3_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNB4_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNG1_CACNG3,0.04536
TCGA_BT_A20Q_01A,CACNG3_CACNG7,0.04536
TCGA_BT_A20Q_01A,CACNG3_CACNG8,0.04536
TCGA_BT_A20Q_01A,CACNG3_CACNG4,0.04536
TCGA_BT_A20Q_01A,CACNG3_GRIA2,0.04536
TCGA_BT_A20Q_01A,CACNG3_CACNG6,0.04536
TCGA_BT_A20Q_01A,CALM3_CAMK1G,0.04536
TCGA_BT_A20Q_01A,CAMK1G_NOS3,0.04536
TCGA_BT_A20Q_01A,CANX_CFTR,0.77016
TCGA_BT_A20Q_01A,CFTR_PRKACG,0.09577
TCGA_BT_A20Q_01A,CFTR_RNF5,0.43649
TCGA_BT_A20Q_01A,CFTR_GOPC,0.25806
TCGA_BT_A20Q_01A,CFTR_SLC26A9,0.09778
TCGA_BT_A20Q_01A,CFTR_YWHAB,0.52016
TCGA_BT_A20Q_01A,CFTR_PRKAG3,0.09375
TCGA_BT_A20Q_01A,CFTR_DERL1,0.24698
TCGA_BT_A20Q_01A,CFTR_TJP1,0.2631
TCGA_BT_A20Q_01A,CFTR_PRKAG1,0.24496
TCGA_BT_A20Q_01A,CFTR_PRKAB2,0.16835
TCGA_BT_A20Q_01A,CFTR_HSPA8,0.6875
TCGA_BT_A20Q_01A,CFTR_SLC9A3R2,0.26714
TCGA_BT_A20Q_01A,CFTR_PRKAB1,0.18448
TCGA_BT_A20Q_01A,CFTR_HSP90AA1,0.63105
TCGA_BT_A20Q_01A,CFTR_KCNJ1,0.09879
TCGA_BT_A20Q_01A,CFTR_FLNA,0.65323
TCGA_BT_A20Q_01A,CFTR_PRKAG2,0.1119
TCGA_BT_A20Q_01A,CFTR_YWHAG,0.74294
TCGA_BT_A20Q_01A,CFTR_PRKAA1,0.24798
TCGA_BT_A20Q_01A,CFTR_HSPA4,0.39012
TCGA_BT_A20Q_01A,CFTR_VCP,0.42843
TCGA_BT_A20Q_01A,CFTR_HSP90AB1,0.68448
TCGA_BT_A20Q_01A,CFTR_PRKAA2,0.10081
TCGA_BT_A20Q_01A,CFTR_SLC26A6,0.16734
TCGA_BT_A20Q_01A,CFTR_PDZK1,0.10484
TCGA_BT_A20Q_01A,CFTR_USP10,0.29839
TCGA_BT_A20Q_01A,CFTR_YWHAZ,0.75202
TCGA_BT_A20Q_01A,CFTR_SLC9A3R1,0.70565
TCGA_BT_A20Q_01A,CFTR_STUB1,0.25
TCGA_BT_A20Q_01A,CCDC105_MRPS10,0.19657
TCGA_BT_A20Q_01A,ERAL1_MRPS10,0.5756
TCGA_BT_A20Q_01A,HIBCH_MRPS10,0.46774
TCGA_BT_A20Q_01A,MED1_MRPS10,0.69758
TCGA_BT_A20Q_01A,MRPL12_MRPS10,0.54133
TCGA_BT_A20Q_01A,MRPL17_MRPS10,0.59173
TCGA_BT_A20Q_01A,MRPL18_MRPS10,0.55242
TCGA_BT_A20Q_01A,MRPL21_MRPS10,0.56956
TCGA_BT_A20Q_01A,MRPL3_MRPS10,0.57056
TCGA_BT_A20Q_01A,MRPL33_MRPS10,0.58065
TCGA_BT_A20Q_01A,MRPL36_MRPS10,0.55544
TCGA_BT_A20Q_01A,MRPL50_MRPS10,0.40827
TCGA_BT_A20Q_01A,MRPL51_MRPS10,0.56855
TCGA_BT_A20Q_01A,MRPS10_MRPS23,0.52823
TCGA_BT_A20Q_01A,MRPS10_RPL26,0.45766
TCGA_BT_A20Q_01A,MRPS10_UBA52,0.73992
TCGA_BT_A20Q_01A,MRPS10_RPS6,0.84778
TCGA_BT_A20Q_01A,MRPS10_MRPS28,0.36895
TCGA_BT_A20Q_01A,MRPS10_RPS15,0.67238
TCGA_BT_A20Q_01A,MRPS10_RPS2,0.83266
TCGA_BT_A20Q_01A,MRPS10_MRPS24,0.22782
TCGA_BT_A20Q_01A,MRPS10_RPS8,0.8377
TCGA_BT_A20Q_01A,MRPS10_RPL37A,0.67137
TCGA_BT_A20Q_01A,MRPS10_MRPS6,0.51915
TCGA_BT_A20Q_01A,MRPS10_RPL24,0.81452
TCGA_BT_A20Q_01A,MRPS10_MTIF3,0.5121
TCGA_BT_A20Q_01A,MRPS10_MRPS33,0.48286
TCGA_BT_A20Q_01A,MRPS10_MRPS9,0.52923
TCGA_BT_A20Q_01A,MRPS10_MRPS25,0.47278
TCGA_BT_A20Q_01A,MRPS10_RPL23A,0.66935
TCGA_BT_A20Q_01A,MRPS10_RPS25,0.84274
TCGA_BT_A20Q_01A,MRPS10_MRPS31,0.52117
TCGA_BT_A20Q_01A,MRPS10_MRPS22,0.45565
TCGA_BT_A20Q_01A,MRPS10_RPS5,0.79335
TCGA_BT_A20Q_01A,MRPS10_RPS28,0.80847
TCGA_BT_A20Q_01A,MRPS10_MRPS18A,0.51008
TCGA_BT_A20Q_01A,MRPS10_RPS7,0.65827
TCGA_BT_A20Q_01A,MRPS10_POLR1C,0.43145
TCGA_BT_A20Q_01A,MRPS10_RPL4,0.79234
TCGA_BT_A20Q_01A,MRPS10_RPLP1,0.85484
TCGA_BT_A20Q_01A,MRPS10_POLR2C,0.83669
TCGA_BT_A20Q_01A,MRPS10_RPS17,0.38911
TCGA_BT_A20Q_01A,MRPS10_RPL30,0.63609
TCGA_BT_A20Q_01A,MRPS10_RPL5,0.82661
TCGA_BT_A20Q_01A,MRPS10_MRPS26,0.58871
TCGA_BT_A20Q_01A,MRPS10_WDR31,0.2369
TCGA_BT_A20Q_01A,CCL11_CX3CL1,0.6744
TCGA_BT_A20Q_01A,CCL20_CX3CL1,0.65423
TCGA_BT_A20Q_01A,CCL21_CX3CL1,0.67944
TCGA_BT_A20Q_01A,CCL4_CX3CL1,0.64113
TCGA_BT_A20Q_01A,CCL5_CX3CL1,0.89718
TCGA_BT_A20Q_01A,CCR1_CX3CL1,0.55746
TCGA_BT_A20Q_01A,CCR2_CX3CL1,0.58266
TCGA_BT_A20Q_01A,CCR3_CX3CL1,0.30645
TCGA_BT_A20Q_01A,CCR5_CX3CL1,0.54335
TCGA_BT_A20Q_01A,CCR7_CX3CL1,0.53327
TCGA_BT_A20Q_01A,CD200R1_CX3CL1,0.33871
TCGA_BT_A20Q_01A,CSF2_CX3CL1,0.56754
TCGA_BT_A20Q_01A,CSF3_CX3CL1,0.53427
TCGA_BT_A20Q_01A,CX3CL1_IFNG,0.37702
TCGA_BT_A20Q_01A,CX3CL1_CXCL1,0.85585
TCGA_BT_A20Q_01A,CX3CL1_FGF13,0.25403
TCGA_BT_A20Q_01A,CX3CL1_FGF2,0.62601
TCGA_BT_A20Q_01A,CX3CL1_CXCR4,0.73387
TCGA_BT_A20Q_01A,CX3CL1_CXCR1,0.26411
TCGA_BT_A20Q_01A,CX3CL1_CX3CR1,0.41431
TCGA_BT_A20Q_01A,CX3CL1_CXCR6,0.54536
TCGA_BT_A20Q_01A,CX3CL1_CXCR3,0.52419
TCGA_BT_A20Q_01A,CX3CL1_CXCR2,0.52621
TCGA_BT_A20Q_01A,CX3CL1_CXCL9,0.74496
TCGA_BT_A20Q_01A,CX3CL1_EGF,0.39315
TCGA_BT_A20Q_01A,CX3CL1_CXCL16,0.68649
TCGA_BT_A20Q_01A,CX3CL1_CXCL10,0.89617
TCGA_BT_A20Q_01A,UBA52_USP28,0.8498
TCGA_BT_A20Q_01A,RPS27A_USP28,0.86593
TCGA_BT_A20Q_01A,CDH1_SNAI2,1.0
TCGA_BT_A20Q_01A,HDAC1_SNAI2,0.92339
TCGA_BT_A20Q_01A,KDM1A_SNAI2,0.97883
TCGA_BT_A20Q_01A,SNAI2_TP53,0.88508
TCGA_BT_A20Q_01A,SNAI2_SOX9,0.9002
TCGA_BT_A20Q_01A,SNAI2_TWIST1,0.92742
TCGA_BT_A20Q_01A,CDH17_CTNND2,0.11391
TCGA_BT_A20Q_01A,CDH17_VCL,0.4869
TCGA_BT_A20Q_01A,CDH17_PECAM1,0.4627
TCGA_BT_A20Q_01A,CDH17_OCLN,0.17944
TCGA_BT_A20Q_01A,CDH17_DSP,0.46875
TCGA_BT_A20Q_01A,CDH17_KDR,0.41835
TCGA_BT_A20Q_01A,CDH17_PSEN1,0.63407
TCGA_BT_A20Q_01A,CDH17_CTNND1,0.56048
TCGA_BT_A20Q_01A,CDH17_CTNNA2,0.10685
TCGA_BT_A20Q_01A,CDH17_CTNNA1,0.63508
TCGA_BT_A20Q_01A,CDH17_NECTIN1,0.58569
TCGA_BT_A20Q_01A,CDH17_CTNNB1,0.54435
TCGA_BT_A20Q_01A,CDH17_KLRG1,0.11895
TCGA_BT_A20Q_01A,CDH17_TJP1,0.34879
TCGA_BT_A20Q_01A,CEL_CPA1,0.04536
TCGA_BT_A20Q_01A,CELA3A_CPA1,0.04536
TCGA_BT_A20Q_01A,CELA3B_CPA1,0.04536
TCGA_BT_A20Q_01A,CPA1_CPA2,0.04536
TCGA_BT_A20Q_01A,CPA1_CTRC,0.04536
TCGA_BT_A20Q_01A,CPA1_CTRB1,0.04536
TCGA_BT_A20Q_01A,CPA1_CTRB2,0.04536
TCGA_BT_A20Q_01A,CPA1_CPB1,0.04536
TCGA_BT_A20Q_01A,CPA1_CPA3,0.04536
TCGA_BT_A20Q_01A,HSP90AA1_RPAP3,0.72177
TCGA_BT_A20Q_01A,FLNA_RALA,0.77218
TCGA_BT_A20Q_01A,HSPA4_PGLYRP1,0.22177
TCGA_BT_A20Q_01A,HSP90AB1_RPAP3,0.7369
TCGA_BT_A20Q_01A,CH25H_CYP51A1,0.10786
TCGA_BT_A20Q_01A,CYP51A1_NSDHL,0.1623
TCGA_BT_A20Q_01A,CYP51A1_DHCR24,0.18952
TCGA_BT_A20Q_01A,CYP51A1_SIGMAR1,0.17036
TCGA_BT_A20Q_01A,CYP51A1_HMGCS1,0.12097
TCGA_BT_A20Q_01A,CYP51A1_POR,0.17238
TCGA_BT_A20Q_01A,CYP51A1_ERG28,0.18246
TCGA_BT_A20Q_01A,CYP51A1_SC5D,0.1381
TCGA_BT_A20Q_01A,CYP51A1_FDFT1,0.1875
TCGA_BT_A20Q_01A,CYP51A1_HSD17B7,0.10282
TCGA_BT_A20Q_01A,CYP51A1_SREBF2,0.1371
TCGA_BT_A20Q_01A,CYP51A1_DHCR7,0.15726
TCGA_BT_A20Q_01A,CYP51A1_LBR,0.59677
TCGA_BT_A20Q_01A,CYP51A1_LSS,0.10887
TCGA_BT_A20Q_01A,CYP51A1_HMGCS2,0.11694
TCGA_BT_A20Q_01A,CYP51A1_FAXDC2,0.09274
TCGA_BT_A20Q_01A,CYP51A1_IDI1,0.1129
TCGA_BT_A20Q_01A,CYP51A1_SQLE,0.14113
TCGA_BT_A20Q_01A,CYP51A1_HMGCR,0.13105
TCGA_BT_A20Q_01A,CYP51A1_TM7SF2,0.15423
TCGA_BT_A20Q_01A,CYP51A1_MSMO1,0.19052
TCGA_BT_A20Q_01A,CHPF2_CSGALNACT2,0.04536
TCGA_BT_A20Q_01A,CHPF2_CSGALNACT1,0.04536
TCGA_BT_A20Q_01A,CYP1B1_MYOC,0.11492
TCGA_BT_A20Q_01A,FBN1_MYOC,0.36593
TCGA_BT_A20Q_01A,MYOC_OPTN,0.38105
TCGA_BT_A20Q_01A,MYOC_WDR36,0.17641
TCGA_BT_A20Q_01A,MYOC_OLFM3,0.09476
TCGA_BT_A20Q_01A,DPM2_PIGQ,0.04536
TCGA_BT_A20Q_01A,PIGA_PIGQ,0.04536
TCGA_BT_A20Q_01A,PIGC_PIGQ,0.04536
TCGA_BT_A20Q_01A,PIGH_PIGQ,0.04536
TCGA_BT_A20Q_01A,PIGL_PIGQ,0.04536
TCGA_BT_A20Q_01A,PIGP_PIGQ,0.04536
TCGA_BT_A20Q_01A,EXOC1_RALA,0.27117
TCGA_BT_A20Q_01A,EXOC2_RALA,0.34073
TCGA_BT_A20Q_01A,EXOC4_RALA,0.35181
TCGA_BT_A20Q_01A,EXOC5_RALA,0.29435
TCGA_BT_A20Q_01A,EXOC8_RALA,0.24597
TCGA_BT_A20Q_01A,MAPK8_RALA,0.23992
TCGA_BT_A20Q_01A,MAPK9_RALA,0.26008
TCGA_BT_A20Q_01A,PLD1_RALA,0.20464
TCGA_BT_A20Q_01A,PLD2_RALA,0.30444
TCGA_BT_A20Q_01A,RAC2_RALA,0.36089
TCGA_BT_A20Q_01A,RAC3_RALA,0.24194
TCGA_BT_A20Q_01A,RALA_RHOA,0.85383
TCGA_BT_A20Q_01A,RALA_RASA1,0.3256
TCGA_BT_A20Q_01A,RALA_RALBP1,0.4002
TCGA_BT_A20Q_01A,RALA_RALB,0.37298
TCGA_BT_A20Q_01A,RALA_RGL2,0.39617
TCGA_BT_A20Q_01A,RALA_RALGDS,0.2006
TCGA_BT_A20Q_01A,RALA_RGL1,0.27722
TCGA_BT_A20Q_01A,FBXW7_USP28,0.53528
TCGA_BT_A20Q_01A,MYC_USP28,0.83065
TCGA_BT_A20Q_01A,TP53BP1_USP28,0.81855
TCGA_BT_A20Q_01A,UBB_USP28,0.78629
TCGA_BT_A20Q_01A,UBC_USP28,0.92238
TCGA_BT_A20Q_01A,FPR3_HEBP1,0.04536
TCGA_BT_A20Q_01A,FUCA1_FUCA2,0.04536
TCGA_BT_A20Q_01A,FYB1_SKAP2,0.60081
TCGA_BT_A20Q_01A,ITGA4_SKAP2,0.49698
TCGA_BT_A20Q_01A,ITGB1_SKAP2,0.89113
TCGA_BT_A20Q_01A,GGA1_M6PR,0.04536
TCGA_BT_A20Q_01A,GGA2_M6PR,0.04536
TCGA_BT_A20Q_01A,GGA3_M6PR,0.04536
TCGA_BT_A20Q_01A,IGF2R_M6PR,0.04536
TCGA_BT_A20Q_01A,GPN1_RPAP3,0.38004
TCGA_BT_A20Q_01A,PDRG1_RPAP3,0.47177
TCGA_BT_A20Q_01A,PFDN2_RPAP3,0.55444
TCGA_BT_A20Q_01A,PFDN6_RPAP3,0.44556
TCGA_BT_A20Q_01A,PIH1D1_RPAP3,0.44859
TCGA_BT_A20Q_01A,PIH1D2_RPAP3,0.1744
TCGA_BT_A20Q_01A,POLR2E_RPAP3,0.83367
TCGA_BT_A20Q_01A,POLR2J_RPAP3,0.79839
TCGA_BT_A20Q_01A,RPAP1_RPAP3,0.32157
TCGA_BT_A20Q_01A,RPAP2_RPAP3,0.22581
TCGA_BT_A20Q_01A,RPAP3_RUVBL1,0.39718
TCGA_BT_A20Q_01A,RPAP3_URI1,0.44758
TCGA_BT_A20Q_01A,RPAP3_RUVBL2,0.47883
TCGA_BT_A20Q_01A,RPAP3_TARBP2,0.35383
TCGA_BT_A20Q_01A,RPAP3_WDR92,0.23185
TCGA_BT_A20Q_01A,RPAP3_UXT,0.46673
TCGA_BT_A20Q_01A,GRB2_MAP4K5,0.32863
TCGA_BT_A20Q_01A,PGLYRP1_TREM1,0.09073
TCGA_BT_A20Q_01A,HSPA9_PDK4,0.04536
TCGA_BT_A20Q_01A,MS4A12_MS4A4E,0.04536
TCGA_BT_A20Q_01A,MZB1_TNFRSF17,0.04536
